# CMD: CUDA_VISIBLE_DEVICES=3 PYTHONPATH=/home/bong/analog_stress_test/analog-training SEED=1 python NeurIPS-2025/S2-mnist-FCN.py --CUDA 0 --SETTING Analog SGD --RPU Pow --tau 0.7 --res-gamma 4.0 --res-state 140
[2026-05-24 17:54:41,605] Epoch 0 - Training loss: --------   Test Accuracy: 0.1025
[2026-05-24 17:55:30,037] Epoch 1 - Training loss: 2.303179   Test Accuracy: 0.0982
[2026-05-24 17:56:11,468] Epoch 2 - Training loss: 2.302389   Test Accuracy: 0.1135
[2026-05-24 17:56:47,115] Epoch 3 - Training loss: 2.302434   Test Accuracy: 0.1135
[2026-05-24 17:57:24,336] Epoch 4 - Training loss: 2.302405   Test Accuracy: 0.1135
[2026-05-24 17:58:02,135] Epoch 5 - Training loss: 2.302415   Test Accuracy: 0.1024
[2026-05-24 17:58:51,302] Epoch 6 - Training loss: 2.302479   Test Accuracy: 0.1135
[2026-05-24 17:59:30,310] Epoch 7 - Training loss: 2.302126   Test Accuracy: 0.1135
[2026-05-24 18:00:06,461] Epoch 8 - Training loss: 2.302395   Test Accuracy: 0.1135
[2026-05-24 18:00:52,514] Epoch 9 - Training loss: 2.302458   Test Accuracy: 0.1135
[2026-05-24 18:01:39,383] Epoch 10 - Training loss: 2.302383   Test Accuracy: 0.1135
[2026-05-24 18:02:23,236] Epoch 11 - Training loss: 2.302379   Test Accuracy: 0.1127
[2026-05-24 18:03:06,887] Epoch 12 - Training loss: 2.302411   Test Accuracy: 0.0979
[2026-05-24 18:03:53,077] Epoch 13 - Training loss: 2.302372   Test Accuracy: 0.1135
[2026-05-24 18:04:36,606] Epoch 14 - Training loss: 2.302510   Test Accuracy: 0.1135
[2026-05-24 18:05:20,977] Epoch 15 - Training loss: 2.302322   Test Accuracy: 0.1135
[2026-05-24 18:06:01,491] Epoch 16 - Training loss: 2.301812   Test Accuracy: 0.1135
[2026-05-24 18:06:45,391] Epoch 17 - Training loss: 2.301866   Test Accuracy: 0.1135
[2026-05-24 18:07:22,512] Epoch 18 - Training loss: 2.301826   Test Accuracy: 0.1135
[2026-05-24 18:07:59,329] Epoch 19 - Training loss: 2.301738   Test Accuracy: 0.1135
[2026-05-24 18:08:41,180] Epoch 20 - Training loss: 2.301800   Test Accuracy: 0.1135
[2026-05-24 18:09:17,620] Epoch 21 - Training loss: 2.301833   Test Accuracy: 0.1135
[2026-05-24 18:09:58,270] Epoch 22 - Training loss: 2.301740   Test Accuracy: 0.1135
[2026-05-24 18:10:42,113] Epoch 23 - Training loss: 2.301794   Test Accuracy: 0.1135
[2026-05-24 18:11:28,361] Epoch 24 - Training loss: 2.301790   Test Accuracy: 0.1135
[2026-05-24 18:12:13,732] Epoch 25 - Training loss: 2.301757   Test Accuracy: 0.1135
[2026-05-24 18:12:57,984] Epoch 26 - Training loss: 2.301764   Test Accuracy: 0.1135
[2026-05-24 18:13:40,363] Epoch 27 - Training loss: 2.301690   Test Accuracy: 0.1010
[2026-05-24 18:14:21,293] Epoch 28 - Training loss: 2.301769   Test Accuracy: 0.1135
[2026-05-24 18:15:01,604] Epoch 29 - Training loss: 2.301842   Test Accuracy: 0.1135
[2026-05-24 18:15:48,728] Epoch 30 - Training loss: 2.301789   Test Accuracy: 0.1135
aihwkit path:  /home/bong/analog_stress_test/aihwkit-fork/src/aihwkit/__init__.py
NeurIPS-2025/S2-mnist-FCN.py --CUDA 0 --SETTING Analog SGD --RPU Pow --tau 0.7 --res-gamma 4.0 --res-state 140
Using Device:  cuda:0
Logging to file: runs/MNIST-FCN/Pow-gamma=4.0-state=140/Analog SGD-tau=0.7/events.out.tfevents.1779612876.user.479482.0

Training Time (s) = 1270.3220505714417
