# CMD: CUDA_VISIBLE_DEVICES=3 PYTHONPATH=/home/bong/analog_stress_test/analog-training SEED=2 python NeurIPS-2025/S2-mnist-FCN.py --CUDA 0 --SETTING Analog SGD --RPU Pow --tau 0.7 --res-gamma 4.0 --res-state 140
[2026-05-24 17:56:08,225] Epoch 0 - Training loss: --------   Test Accuracy: 0.1007
[2026-05-24 17:56:58,868] Epoch 1 - Training loss: 2.303300   Test Accuracy: 0.1135
[2026-05-24 17:57:45,812] Epoch 2 - Training loss: 2.302508   Test Accuracy: 0.1135
[2026-05-24 17:58:30,556] Epoch 3 - Training loss: 2.302491   Test Accuracy: 0.1135
[2026-05-24 17:59:15,033] Epoch 4 - Training loss: 2.302320   Test Accuracy: 0.1135
[2026-05-24 18:00:02,966] Epoch 5 - Training loss: 2.302434   Test Accuracy: 0.1135
[2026-05-24 18:00:44,197] Epoch 6 - Training loss: 2.302520   Test Accuracy: 0.1135
[2026-05-24 18:01:27,489] Epoch 7 - Training loss: 2.302305   Test Accuracy: 0.1135
[2026-05-24 18:02:16,885] Epoch 8 - Training loss: 2.302472   Test Accuracy: 0.1135
[2026-05-24 18:03:07,245] Epoch 9 - Training loss: 2.302464   Test Accuracy: 0.1135
[2026-05-24 18:03:59,319] Epoch 10 - Training loss: 2.302461   Test Accuracy: 0.1135
[2026-05-24 18:04:52,774] Epoch 11 - Training loss: 2.302465   Test Accuracy: 0.1135
[2026-05-24 18:05:40,619] Epoch 12 - Training loss: 2.302447   Test Accuracy: 0.1135
[2026-05-24 18:06:28,529] Epoch 13 - Training loss: 2.302344   Test Accuracy: 0.1135
[2026-05-24 18:07:14,347] Epoch 14 - Training loss: 2.302346   Test Accuracy: 0.1135
[2026-05-24 18:07:58,576] Epoch 15 - Training loss: 2.302379   Test Accuracy: 0.1010
[2026-05-24 18:08:47,435] Epoch 16 - Training loss: 2.301818   Test Accuracy: 0.1028
[2026-05-24 18:09:35,248] Epoch 17 - Training loss: 2.301787   Test Accuracy: 0.1135
[2026-05-24 18:10:23,601] Epoch 18 - Training loss: 2.301841   Test Accuracy: 0.1135
[2026-05-24 18:11:04,787] Epoch 19 - Training loss: 2.301869   Test Accuracy: 0.1135
[2026-05-24 18:11:45,329] Epoch 20 - Training loss: 2.301794   Test Accuracy: 0.1135
[2026-05-24 18:12:28,650] Epoch 21 - Training loss: 2.301678   Test Accuracy: 0.1135
[2026-05-24 18:13:10,856] Epoch 22 - Training loss: 2.301783   Test Accuracy: 0.1028
[2026-05-24 18:13:52,753] Epoch 23 - Training loss: 2.301768   Test Accuracy: 0.1070
[2026-05-24 18:14:41,557] Epoch 24 - Training loss: 2.301818   Test Accuracy: 0.1135
[2026-05-24 18:15:29,389] Epoch 25 - Training loss: 2.301763   Test Accuracy: 0.1135
[2026-05-24 18:16:14,799] Epoch 26 - Training loss: 2.301827   Test Accuracy: 0.1135
[2026-05-24 18:17:02,706] Epoch 27 - Training loss: 2.301759   Test Accuracy: 0.1135
[2026-05-24 18:17:50,430] Epoch 28 - Training loss: 2.301773   Test Accuracy: 0.1135
[2026-05-24 18:18:37,281] Epoch 29 - Training loss: 2.301832   Test Accuracy: 0.1135
[2026-05-24 18:19:26,337] Epoch 30 - Training loss: 2.301822   Test Accuracy: 0.1135
aihwkit path:  /home/bong/analog_stress_test/aihwkit-fork/src/aihwkit/__init__.py
NeurIPS-2025/S2-mnist-FCN.py --CUDA 0 --SETTING Analog SGD --RPU Pow --tau 0.7 --res-gamma 4.0 --res-state 140
Using Device:  cuda:0
Logging to file: runs/MNIST-FCN/Pow-gamma=4.0-state=140/Analog SGD-tau=0.7/events.out.tfevents.1779612962.user.479772.0

Training Time (s) = 1401.4921488761902
